deu_2012,xbnl_2012,xfra_2012
49694900,20309200,43734400
47089700,18956300,42328800
45254000,18040300,39612100
44819200,17739500,37467900
44843400,17723300,36631100
44904300,17521800,37369700
46323700,17699800,37720300
50540200,18851400,40226900
55233000,20733800,43389600
58086600,22418900,45307800
60014300,23093800,45802900
61502700,23114200,46626900
61146100,22883400,48170000
58752600,22301800,45330400
56482100,21723800,43688200
55011000,21190200,42178500
54268000,21064100,41175700
54875300,21513400,41473300
55180100,21574600,43112600
54425600,21408500,43026200
52382800,20959300,41901600
52125200,20949200,43427900
51374100,21417800,47371400
47471600,20571500,47009000
43235400,19150300,42533100
41014400,18005200,41190500
40043700,17242400,38518900
40034500,16936500,36348200
40371500,16826400,35645900
39505400,16680800,35319900
39513400,16451000,34897500
42730500,17043800,36157700
47595800,18342200,38408900
51427000,19508000,40147400
54797100,20094600,41125600
57536800,20267000,42420200
56217600,20388200,43961200
53542200,20049200,40881100
51968800,19505100,38915700
51187800,19239800,37242000
50380400,19221700,36544700
51668600,19852400,37374600
53504300,20547200,40173900
53841300,20731000,41883900
53474400,20867300,42159900
54297900,21165500,43859100
54825800,21751000,47265400
50536800,20344600,46061200
47129900,18737600,41919200
45026300,17857200,41034300
44276300,17328600,39071900
44949200,17207500,37447300
47427800,17420800,38343100
51412100,18196300,41779800
61227800,20226200,46995200
68370400,23116600,51146000
72507600,24962100,52519100
73050500,25885900,52795100
74818300,26080600,52666500
76419400,26268700,53079000
75692500,25860300,53373600
75187500,25913200,52115400
73969500,25681000,50675500
72527200,25478200,49410500
70578800,25399200,47874300
69529800,25373700,48065800
69216900,24520200,50141200
68598100,23958200,49362300
66708400,23294400,47634700
65675500,23190800,48480300
61233500,23224500,50585200
54178300,21961500,49270000
50018100,20121400,44844200
47621100,18805500,43737300
46429500,18181000,41540100
47070100,17910400,40013800
48687300,18014800,40156200
52194200,18814700,42844500
61153000,20527900,47520700
69135300,23424500,52088900
73396700,25528100,53669300
74606700,26624400,54406900
76495300,27001900,54847900
78227500,27379700,55759400
77904300,26899800,55839000
77724800,26881600,54604300
76595400,26885900,53601500
74512400,26755100,52030000
73156300,26622800,51367000
71895700,26497100,51543800
71543800,25632900,53388400
70806500,24854600,52531900
68574000,24044800,50362200
67276600,23813000,50762000
62710300,23716600,53211600
56418800,22346500,51681300
51710000,20473300,47149500
49520000,19182800,46230100
49139300,18399000,44006400
49638500,18138500,42480100
51056700,18330100,42872000
54080500,18952500,45633900
61718900,20866700,50559600
68393400,23847000,54600400
71570200,25874700,56247600
73357600,26745300,56534400
74825200,27014000,56315300
76551700,27184800,56714100
75256600,26648400,56542200
74318000,26518500,55059100
73026400,26222400,53540600
71203300,25937300,51848300
69090400,25655700,50181500
68180600,25515300,49663900
67630800,24574100,50971200
66569200,23742900,50164800
64006600,22977500,48389000
62596500,22645700,49648200
59589900,23236500,53113400
53305300,22138200,51664600
49068000,20167500,46903900
46744600,18879600,45588700
45348300,18093600,43310000
45076900,17666400,40804500
44929600,17415600,39775100
42853600,17154300,39407800
41863300,17057500,39838000
44282100,17811400,41484100
48132900,19068700,43670500
51458100,20255300,45357900
54073600,20883300,45910900
57220500,21116000,46901000
56314200,21117200,48382100
53857400,20615900,45154600
51867600,20166000,43032100
50733500,19737600,41474300
49885800,19789500,40572700
50723100,20512800,41343700
51800800,20996500,43772700
51829600,20913200,44899200
51147500,20659300,44267700
52116000,20833000,45146800
51666300,21366900,48692500
47777500,20323700,47685700
43850800,18761200,43367000
41597600,17705100,42312100
41023600,17102200,39916500
41258300,16914700,38090600
42502800,16939800,38055300
44766300,17268400,39639600
50624200,18250400,42250200
56711000,19751500,45331400
61312900,21534200,48215100
62928900,22841600,50112700
64211300,23525000,50568500
67064900,24076900,51961200
67724000,24254600,52792200
65794000,23589700,50395600
63884700,23618800,48649300
63085300,23182100,46825300
61686700,23401100,46073900
61717700,23771700,46349000
61386500,23557800,48152300
60657300,22893100,47436300
58347700,22292200,46035600
57075600,21949900,46543400
54737300,22002600,49588300
49888100,21143700,48318300
46211000,19498300,43772700
43865700,18209900,42510500
42990400,17533300,40009900
42521200,17144000,37990500
43186000,16886300,37584800
43480400,16894900,37825400
45678400,17224700,38371500
50180200,18166800,40577600
55672400,19855300,43687200
59647400,21386200,45561200
61763700,22074200,46027800
63019700,22389000,46890200
62100700,22254300,48444000
60175300,21654500,45987500
58206200,21144000,44312900
56969800,20852900,42783600
55912800,20977300,42013500
56141600,21118500,42776700
56376300,21140200,44864900
55427400,20982600,44677300
52994700,20533800,43522200
52068800,20557700,44047700
50771400,20978000,47825200
47556700,20349300,47134700
43811700,18788400,42598900
41230700,17533200,41277900
39691700,16769000,38463900
39539900,16394700,36159600
39759600,16144400,35057600
39398400,15943200,34631300
40212700,15838900,34377900
43472400,16536200,35933700
48280100,17696600,38657400
52432300,19092700,41420300
55579200,20041300,43393500
58437400,20693700,45365800
57548300,21020900,47122000
54736100,20602400,44096800
52076900,20085800,42157900
51048600,19695300,40706200
50030700,19905600,40113000
51010700,20825500,41144300
52577200,21252700,43969100
53100600,21369500,45067200
52424200,21290500,44847200
52957900,21185600,45254800
52616300,21370000,48154200
48216900,20156400,46930400
44949200,18614500,42542000
43374600,17532500,41508700
42418800,16928900,39382200
42487800,16873700,37688900
44302800,17042000,38279200
48561900,17617400,41454700
59135600,19801400,47044400
67081000,22924100,51994600
71826700,25200400,55391100
74235200,26543300,56918400
75745400,26957100,57500800
77355600,27271700,58862200
76671300,26882700,58980000
76283700,26990500,58115700
74774600,26927000,56637500
72976900,26731700,55321300
71383900,26616300,54164300
69820800,26501000,54362700
69479200,25595800,56846700
68511900,24638700,55740700
65577800,23782200,52527000
63956000,23319200,51360100
60079900,23530800,53887300
54495700,22207300,52205800
50874900,20349900,47260400
48668900,19115000,46169200
47613000,18459900,43844400
47935100,18251800,42121600
49415400,18351100,42312100
52795800,18924100,44824600
61813200,20786700,50469300
69670100,23794000,55347900
74193800,26086200,56982200
75270400,27403800,57820100
76820800,27917800,57966400
78401200,28229200,58575400
77269400,27742400,58003700
76985300,27672800,56108100
76252600,27501100,54787000
75013900,27081200,53274400
73713000,27051500,52030000
72593900,26592800,51966200
71893400,25654400,53741000
70683400,24979900,52536800
68049500,24090500,49894700
66379400,23618300,49348600
62325000,24066400,52307000
56261300,22697500,50895600
52708300,20748500,45679100
50387300,19443100,44509300
49030100,18750400,42217800
49175000,18523300,40235800
50670200,18533200,40594300
53634200,18953300,42856300
63357900,20798900,47700500
71291900,23871900,52131200
75296800,26042500,54687800
76488400,27225200,55518800
78184900,27651100,55608100
79779100,28061500,56108100
79210900,27863700,55669000
78319500,27715100,54283200
76892100,27630900,53015100
75067900,27532000,51275700
73709600,27366800,50311200
72903300,27170500,49715900
71727800,26111700,51563500
69887500,25331200,50232600
66769300,24318600,47976500
65309800,23870400,47924400
62459600,24087100,51016400
56571800,22730500,49733600
52147100,20723800,44938500
50025000,19544400,43583100
48918500,18828100,41154100
48925400,18600800,39149400
50107800,18730500,39275200
52985500,19028600,41384900
62115700,20837300,46488400
69810400,23815000,51005600
73801600,26065600,52819700
74891900,27407300,53537700
77190000,27869400,53752800
78974000,28207100,54039600
78310300,27778500,54254700
77384400,27912400,53287200
76133000,27943400,52459200
74485900,27797100,51175500
71845100,27519600,50046900
70518900,27055100,49773900
69670100,26208100,50996700
68447500,25334500,49344700
65396000,24487600,47246700
63769700,23852800,47435300
62326200,24291500,50727600
58249900,22998400,49067700
51378700,21020500,44138000
49154300,19689500,42530200
47968400,18849300,40514700
48476800,18546500,38429500
49960600,18625100,38470700
52785400,18884500,40179800
61749900,20609600,45070100
69418200,23554700,49132500
73918900,25728400,51179400
75710900,26923700,52289300
77385500,27376800,52773500
78398900,27649200,53296100
77371700,27126800,53318600
75468200,27095500,52074200
73157500,26745100,51151900
71226300,26236200,49836700
68919000,25947800,48459700
68239300,25787800,48118900
67174200,24812400,48869300
65514500,23975900,47548200
62417000,23094300,45279300
60133900,22456300,45899100
58130300,22942100,49340700
52972900,22074600,47658200
49747800,20310700,42408400
46979300,18982400,40761200
45321900,18138900,37980600
44987200,17705500,35804100
45350600,17500100,34994700
44829600,17020700,34753100
47242700,17255100,35671500
52158600,18646300,38244800
57763400,20526100,41432100
61958100,21977100,43416100
64167600,22716900,43947500
64774900,22772100,44883500
63408500,22456800,46396100
61409500,22168200,43883600
59145900,21720500,42678500
57410300,21389600,41275900
56203800,21374900,40209200
56601700,21626100,40741600
56484400,21653000,42039100
55008700,21323400,41436000
52231000,20828900,40170900
51371800,20515400,41229700
50627700,21215700,45583800
46943600,20313100,44654700
43802500,18904700,39999000
40920100,17772900,38593500
39312100,16995200,35771700
38817600,16507800,33372200
38492100,16313100,32410600
37577700,15910900,31530500
38578300,15831000,31536400
41770100,16511700,33079500
46235100,17904400,35486800
49639700,19047700,37506200
52237900,19752400,38811600
54775200,20089200,39901800
54112700,20038400,41677600
51359200,19620100,38712400
49215200,19219900,37506200
47874100,19002700,36268700
47077000,19024500,35639100
47708500,19670000,36081100
49168100,20052400,37958000
49275000,20107400,38987400
48387100,19885800,38966800
48250200,19937700,40111000
48491800,20735800,44664500
45107900,19776400,43504500
41688400,18446600,38721200
39204000,17298100,37419800
38726700,16807300,34889700
38381600,16424300,33062800
38158500,16320600,32563800
37431600,15911300,32094300
38585200,16009000,32716000
41560800,16889900,34680400
46643400,18258900,37465000
50389600,19758300,40118900
52842900,20483500,41245500
55272100,20774400,42737400
54754500,20728900,44296200
52484100,20295200,41852500
50242300,19875300,40469500
48863300,19380700,39093500
48649300,19646200,38462900
50079000,20323500,39030600
52107900,20582200,41303400
52400100,20590200,41701200
51723800,20319900,40628600
51805400,20168400,41859300
52141300,20997000,45812700
47776400,19976500,44321700
44275200,18362600,39465700
42068000,17452300,38387300
40946600,16887000,36216600
41063900,16755300,34502700
42510800,16870400,35142100
46398400,17258900,37577900
57345900,19270100,42888700
65217700,22502800,47220200
70515500,24880800,49321100
72667500,26222500,50816000
74786100,26700000,51513400
76563200,27264100,52532900
75364700,26755400,52874700
74035100,26560900,51973000
72600800,26659100,51346400
70990500,26606800,50467300
69450400,26398600,49334800
68969600,26332200,49224800
68801700,25120400,50182500
68181800,24282500,48643400
65760600,23370700,46102400
64019300,22579400,46289000
61614200,22941500,49942800
55884000,21740300,47841900
51864100,19861500,42353400
49991600,18635100,41136400
48576900,18084800,39064000
48530900,17760400,37273400
49745500,17842600,37583800
52869400,18141200,39267300
61744200,19933500,43760900
68930500,22969400,47944100
73278200,25155500,50608800
74258200,26201100,51983800
75631500,26532600,52728300
77647800,26953600,53696800
77415400,26600700,53874600
76494200,26793500,53022000
74523900,26612800,52253000
72161400,26544600,50903400
70694900,26209000,50040100
70387800,26042300,49746400
69859900,24988900,50922100
69032900,24209300,49266100
66416200,23358000,46773300
64393100,22856900,46474700
62083500,23301200,49975200
56636200,22067000,47997100
52718700,20177700,42733500
50372300,18988300,41648200
49057700,18315700,39239800
48989800,18063100,37557300
50104300,18184000,37763600
53012000,18529700,39594400
61475000,20303900,44468100
68679800,23275900,48990100
73369100,25306000,50984000
75352000,26463100,52168500
77821500,26921600,52826600
79507600,27262900,53454200
78480500,27013300,53227300
77182000,27039700,52218600
76383700,26880100,51630200
74720600,26726900,50662800
73308100,26298300,49566600
72690500,26205700,49163900
72520300,25423100,50562600
71225200,24963900,48969500
68049500,24245100,46553300
65255700,23386700,46511000
60699800,23225000,49997800
54519900,21995100,47974500
49122100,20255000,42339600
46481200,19030300,41117800
44539700,18304700,38865600
44620200,18208200,37357900
46281100,18214400,37394300
49290000,18451000,39345900
57708200,20219500,44184200
64818600,23299400,48780900
68797100,25442200,50850400
70167000,26615800,52243100
71555300,27040400,52769600
72754900,27251000,53801900
70887000,26689200,53981600
69168600,26589900,52720500
67477900,26299500,51596800
65819300,25720300,50206100
64747300,25418500,49014600
64253900,25232900,48620800
62958800,24533900,49226800
61675200,23688600,47125900
59048200,22761100,44811800
57172200,22017700,44879600
55949600,22377700,49238600
