dnk_2012,deu_2012,fin_2012,pol_2012,xalp_2012,xbnl_2012,xbal_2012,nor_2012,swe_2012,xfra_2012,xhur_2012,xczs_2012,xgbr_2012,xgma_2012,xibe_2012,xita_2012,xskb_2012,xfwy_2012,hoy
2961370,43741500,10271000,12065800,13135800,17820000,2364700,14380700,16066900,50928000,8141250,8591290,30134000,5600100,27400400,23525000,7795200,4209520,174
3097080,42373900,10291000,12314700,12827200,18149400,2487970,14679700,16507200,51923900,8514820,8820870,29871600,5633390,28085300,24877200,8033240,4437420,175
3347380,44377600,10490100,12524300,13072800,18773800,2591090,14912000,16971500,53537700,8854610,9093710,31055600,5818850,28696400,26038100,8348380,4606680,176
3641910,47469300,10547100,12934700,13509700,19948200,2799520,15302600,17384800,55305600,9264160,9485850,32419300,6438560,29818300,27212200,8962500,5077470,177
3862050,51613400,10717100,13825600,14082000,21294700,2971360,15792300,17866100,58044000,9615600,10321400,34883500,7057800,31974500,29571500,9619710,5465860,178
4025900,54891400,10967200,14589700,14787200,22494500,3059980,16453200,18601600,60028000,9825800,10895000,39111100,7546400,33694000,31335600,9994400,5699310,179
4133460,58298200,10972200,14944400,15228800,23529600,3082410,16737300,19105000,61742000,9882960,11017900,42720700,7734510,34224500,32840600,10291100,5719540,180
4110340,58459300,10973200,15107700,15278800,23900900,3026740,16751200,19210000,63424500,9789160,10721100,45087200,7582420,34911300,33148300,10265300,5658990,181
4092240,56682200,11004200,15331700,15116800,23614900,3035870,16727200,19208000,59811000,9622560,10656300,46601800,7170040,34964800,30743500,10152700,5431010,182
4068120,55289400,11314200,15149100,14937900,23092800,3137710,16807700,19173000,57410500,9598780,10597300,46400300,7090070,33452100,30037000,10008100,5280380,183
4137480,54947800,11793300,15247100,14929800,22886800,3378620,16958600,19621300,56109100,9860980,10686100,46015600,7434180,32845200,29877100,10093700,5255280,184
4543590,56665000,11935400,16392800,15760800,23210300,3434750,17624100,20673000,56617800,10808200,11000900,46671600,7907640,33316700,30483400,10635700,5585690,185
5028100,61851200,11899400,16814700,16563700,25695600,3423330,17621300,21075300,61944300,11207100,11195600,50647800,8518610,36847000,35081500,11362200,6172030,186
4919540,63230200,11858300,16927100,16867200,26439100,3408350,17603700,20911200,65541100,11159000,11247100,53212900,8644380,39940000,36746500,11467500,6202800,187
4575760,62060500,11619300,16977100,16435200,26129900,3261610,17606500,20623000,65571600,11094000,11114200,51786500,8606660,41808500,37312200,11453700,6220250,188
4282230,59134400,11296200,16624400,15659900,25393100,3097650,17477900,20177700,63175000,10771000,10882400,48891800,8322430,42260700,36345700,11236100,6111000,189
3995740,57635700,11619300,15827600,15107000,23973300,2854610,17244600,19487200,60477900,10100400,10308900,46585700,7758460,40813100,34753600,10947500,5916960,190
3682120,58191300,11300200,14916500,15092400,23295800,2535310,16804900,18622600,62785100,9447780,10030400,42848800,7425260,37833400,31986400,10743600,5597910,191
3356420,54453200,10895200,13862100,14320000,22015600,2388990,16179200,17796100,61881400,8859880,9619340,39237500,6714200,33988700,28828600,10191100,5048010,192
3121200,51013000,10547100,13095200,14244000,20294500,2210800,15578400,16938500,58068600,8383960,9479060,35480400,6136700,30811300,26074500,9612720,4589360,193
3002590,48627500,10274000,12591500,13964200,19254500,2184630,15268400,16712300,57672700,8180800,9421630,34980900,6017730,29047200,24374200,8935060,4342490,194
2932220,47743000,10238000,12349300,13675900,18635500,2162800,15168400,16750400,55655300,8004050,9226870,33990400,5804790,28089200,23573600,8435930,4275800,195
2923180,48321500,10343000,12372400,13628000,18388300,2212500,15203600,16795400,53479700,7958900,9128780,32816100,5685570,27814700,23254700,8166840,4206750,196
3018670,50291800,10811100,12629000,13963600,18637500,2428560,15423900,17205700,53930600,8284780,9304170,31646600,5751490,28721300,23801300,8092740,4267310,197
3358440,54741900,11871300,13513300,15391300,19752500,2846240,16070900,18240400,58303300,9212380,9947600,30805600,6278880,32032300,25797200,8306280,4517350,198
4166630,65056700,12420500,16112100,17500800,22578400,3361490,17413100,20333800,66267000,10765000,11538000,32212200,7258410,37746600,32019800,9149310,5222730,199
5076350,74121300,12752500,18106400,19005800,26602300,3688180,19115300,22246100,72049200,11638400,12337700,38851200,7713860,43151900,39458000,10149100,5952590,200
5341730,77887000,12592500,18809000,19239500,28906400,3744100,19765100,22770400,72166000,11936100,12534800,47462100,8341040,44760700,43788900,10825300,6320740,201
5295490,78105600,12457500,19291500,19210500,29427000,3744590,19538300,22532300,72225000,12025900,12672400,49981100,8438620,45997100,46210900,11173400,6416240,202
5353790,79526000,12461500,19380900,19243800,29508900,3627060,19364300,22676400,71637600,12027800,12570200,50952900,8361280,46186900,46889000,11205600,6354870,203
5336710,80678500,12340400,19607700,19400800,29873500,3623000,19226400,22619300,71909700,11975100,12598900,51217000,8340460,45624500,47453800,11242900,6304800,204
5258300,80411700,12212400,19720100,18899500,29528200,3684910,19032900,22553300,71178900,12037700,12709200,51506600,8407180,45261900,44890100,11053500,6255530,205
5295490,79848100,12147400,19946000,19151900,29664800,3683830,19028300,22417200,69782300,11863400,12782700,51699100,8320070,43235100,44273700,10972800,6223100,206
5255280,79144200,12303400,19734500,19022000,29544800,3747090,18960700,22538300,67888600,11720500,12694000,51372200,8300720,42780700,44776700,10837300,6118110,207
5174870,78687600,12566500,19817200,18863000,29350500,3864030,19030100,22959600,67134200,11883400,12877000,51414400,8567390,42832200,45539900,10941500,6085410,208
5413100,78535700,12545500,20770600,19467600,29756700,3894860,19157900,23189700,67682300,12671100,12951900,51850200,8923380,43814400,47043900,11427100,6412290,209
5775990,80833800,12513500,20928200,19842800,31415500,3775340,18843200,23274800,72904700,12851900,13069900,56574800,9299100,46528200,50276600,11928000,6939220,210
5523680,80216200,12518500,20596700,19614100,30735800,3633150,18628400,22924500,76240200,12641900,12830500,59748900,9334490,48501900,49459900,12008000,6898130,211
5147720,78113600,12366400,20589900,18622500,29604400,3502010,18370200,22499300,73360400,12449100,12732300,58252900,9224630,48803400,48030700,11941700,6867790,212
4783840,73271300,11894400,19909500,17421000,28079600,3308080,18136000,21794800,69192900,11913800,12408200,55206900,8573630,47936500,45221000,11508200,6606390,213
4455130,68601600,12059400,18700400,16515900,26435000,2923230,17660200,20730100,65069700,11158400,11698700,51572600,7783430,45030400,42248400,11212000,6378200,214
4122400,64842800,11597300,17257800,16070700,25418800,2612680,16945600,19506200,67120500,10473400,10890600,47388000,7443350,41191800,37926600,11102200,6001760,215
3766550,58794000,11076200,15879500,15150000,23891000,2441830,16222700,18319400,65769000,9889510,10328700,42351200,6805670,37382300,33935800,10538900,5415380,216
3352400,53741200,10718100,14830000,14941600,21904600,2334200,15520100,17466800,61368700,9344430,9928900,38083700,6300020,33939600,30757700,9913210,4928830,217
3178500,50784100,10498100,14262000,14781500,20616500,2294680,15287800,17141600,60804000,9070740,9913630,36989300,6205870,32053900,28952000,9211290,4742490,218
3103110,49582100,10455100,13926500,14480400,19843500,2280460,14994400,17005500,58829800,8778940,9680790,36096000,5894640,31224700,28079600,8746840,4559490,219
3152370,49939900,10463100,13967900,14535500,19438200,2251240,14824100,17040600,56728800,8805680,9521440,34735900,5705780,30963600,27812400,8360340,4476510,220
3179510,51889400,10840100,14203300,14843200,19564700,2462540,15141500,17287700,57082400,9090450,9695940,33616000,5782510,31580900,28194000,8281490,4497180,221
3419750,55716100,11811300,14856900,15567500,20504600,2905950,15908000,18124300,60841300,9775120,10371800,32619100,6274840,34208400,29641300,8535400,4709450,222
4229960,64610500,12349400,16992500,17448600,23240100,3409020,17025200,20120600,68487700,11183300,11928500,33906600,7371890,39608600,34901300,9339070,5458690,223
5133650,72745700,12673500,18726300,19029400,27002400,3693630,18546000,22023900,74269900,11904700,12644100,40166500,7823950,44582300,41919500,10290600,6105400,224
5353790,75364700,12504500,19177100,19541400,29205700,3756160,19003300,22232100,73817100,12133700,12674800,48545600,8475220,46314100,46564100,10945900,6464270,225
5260310,75819000,12371400,19496200,19447700,29559100,3731780,18648800,21963900,73368300,12244400,12783700,50663700,8611120,47347500,48181500,11292300,6539530,226
5283430,77224500,12312400,19645200,19651400,29638500,3614520,18542300,22078000,72435200,12221100,12760000,51312600,8654340,47193000,48394100,11203300,6503300,227
5205020,77614400,12287400,19844100,19589500,29889000,3604610,18466400,22042900,72406700,12120100,12729000,51479500,8831330,46748500,48864700,11212300,6526620,228
5093440,77209600,12239400,19860500,18932300,29336800,3620840,18352600,21809800,71278100,12058500,12794000,51546500,8903940,46342000,45480200,11106900,6504830,229
5135660,76337700,12240400,20057500,18978700,29291200,3598010,18454400,21530600,69566200,11945800,12816400,51720600,8693450,44430500,44593500,10977000,6442390,230
5093440,74762000,12349400,19784500,18628200,29224400,3636540,18313700,21607600,67850300,11827800,12778100,51519200,8690610,43645700,45117800,10837200,6279760,231
5005990,76043300,12674500,19794100,18633100,29183600,3817810,18273000,21995900,67159800,11889600,12844600,51524400,8957290,43710700,45715000,10920700,6227360,232
5273380,76866800,12705500,20802300,19043600,29512200,3894070,18429400,22492200,67673500,12612200,12958400,52181700,9373620,44759500,46908300,11396600,6519630,233
5701600,80489900,12630500,21009900,19777200,31272400,3806940,18310000,22610300,72982300,12905500,13208900,57002300,9830670,47462500,50045900,11994400,7019930,234
5442250,80660100,12588500,20731200,19625800,30553700,3681190,18094300,22213100,76156700,12639900,13007900,59959100,9813340,49621900,49471000,11930100,7007070,235
5089420,78538000,12410500,20641800,18683900,29583300,3523060,17849000,21536600,73654100,12407100,12873200,57917400,9619460,50150200,48301000,11922600,6974500,236
4719500,74010900,11831300,19980600,17448200,28026300,3282460,17428800,20662000,69414900,11956600,12517600,55010100,8766220,49307200,45639100,11572100,6689510,237
4395820,69945000,11955400,18640800,16559500,26366000,2982950,17024300,19625300,65477300,11203800,11775000,51646900,7935880,46409200,42492300,11212900,6443810,238
4006800,66650900,11388300,17199100,16266000,25348200,2681150,16206000,18393500,67542800,10533400,10978700,47251000,7598230,42337500,38070300,11038200,6062500,239
3605720,60917200,10832100,15919900,15419500,24123000,2470330,15397000,17226700,66056800,9976620,10321700,42145600,6957170,38486900,34239400,10451900,5490950,240
3296110,56368200,10430100,14836700,15124400,21843300,2361370,14596300,16318100,61499400,9418790,10020300,37915600,6385350,35224000,31465200,9857800,4935990,241
3145330,54008100,10224000,14317700,14871600,20543300,2295160,14029900,15911800,61023000,9106690,9940060,36884700,6288900,32481800,29630200,9243930,4677380,242
3093060,53094800,10084000,13981300,14626900,19849100,2286980,13882700,15775700,58872000,8850110,9742690,35878400,6040670,31710500,28633200,8685840,4593700,243
3102100,53169600,10201000,13978400,14764600,19582600,2288130,13766100,15729700,56947900,8858610,9653230,34713600,5866340,31222600,28249600,8366250,4514040,244
3165430,54217400,10610100,14181200,14809100,19640600,2480020,13940100,15905800,57294600,9106770,9745180,33632100,5891970,31791600,28552200,8354370,4550590,245
3432820,57385000,11627300,14780000,15551700,20648100,2847380,14611200,16679300,61054400,9818480,10414200,32548700,6470290,34795600,30167600,8555550,4773880,246
4193770,66103400,12147400,16932900,17485300,23145400,3346470,15785800,18597600,68142000,11208900,12018400,34042700,7504660,40290100,35747500,9427480,5457510,247
5101480,74920700,12482500,18684000,18972200,27053000,3623980,17550000,20370800,73593200,11875300,12661700,40298700,8015330,44923400,42915400,10377900,6122070,248
5386970,77477600,12317400,19139600,19586300,29213200,3681570,18112800,20853100,74719800,12028600,12667700,48729000,8731060,46634900,47536800,10940700,6456630,249
5328660,76696600,12046400,19538500,19640800,29591000,3712650,18003600,20526900,74387800,12127600,12757100,50723100,8965310,47837800,49103600,11261300,6535030,250
5356810,77249800,12035400,19531800,19668900,29728800,3712390,17869400,20638000,73214100,12140000,12788200,51137700,9000560,48074300,49293900,11193400,6450700,251
5274380,78027400,11994400,19812400,19579000,29936200,3681920,17703700,20526900,73078500,12084500,12777500,51061000,9045120,47503300,48859700,11191400,6462750,252
5100480,77479900,11912400,19866200,19012200,29659500,3748550,17537100,20222700,71937200,12036100,12840300,51168900,8946350,46920700,46485200,11018500,6375770,253
5092440,76894400,11853300,20132400,19168800,29572600,3734810,17358400,20174700,70227200,11881900,12804300,51197900,8809330,44638500,45300000,10893100,6355030,254
5006990,76248000,11962400,19930600,18895500,29465800,3785120,17694400,20336800,68116400,11799300,12809000,50916500,8825170,44245500,45786800,10791300,6195500,255
4879330,75881100,12162400,19932500,18876100,29421300,3858760,17835100,20865100,66994800,11872800,12885500,50927700,9066990,44522800,46254400,10837600,6117430,256
5161800,76088100,12265400,20781200,19466600,29673900,3860700,18073000,21542600,67538900,12647800,12951900,51710000,9332200,45407100,47457900,11264200,6423280,257
5691550,79605400,12174400,21035900,20045300,31308600,3803680,17965700,21803800,73283800,12967000,13102900,56551900,9705140,48136000,50737200,11834000,7083550,258
5466380,79537500,12144400,20688900,19803700,30702500,3697060,17819400,21481600,77033800,12778500,12848200,59339800,9728070,50039200,50194700,12026800,7046410,259
5106510,78018200,11946400,20564000,18822000,29521800,3573020,17500100,21013200,74592100,12530900,12761300,57486100,9560740,50446600,48849500,11950500,6997480,260
4741620,73391000,11402300,19963300,17681300,28076000,3332040,17205700,20134600,70525800,12057000,12365500,54830300,8818320,49576100,46173500,11653200,6770040,261
4414920,69488400,11500300,18723500,16813100,26457700,2946730,16745700,19190000,66562600,11278900,11634200,51287400,8031090,46418100,42956900,11411600,6469360,262
3996750,66226500,10945200,17216400,16547300,25392500,2691070,15929300,17952200,69014200,10578600,10836800,46932400,7667120,42270400,37940800,11023200,6101930,263
3588630,60280000,10423100,15833400,15619900,23990500,2458420,15141500,16896500,67563500,10051600,10278500,41916200,7019730,38433700,35080500,10541800,5504830,264
3322250,56011700,10037000,14830000,15314900,22057000,2336010,14595400,16116900,63424500,9454720,9953030,37533500,6462910,34934500,31610900,9905380,4933240,265
3191570,53856200,9856950,14289800,15258100,20676200,2287920,14079800,15825700,63148500,9125320,9876580,36571900,6292430,32614200,29828500,9166940,4716770,266
3144320,52638200,9785940,14094700,14972200,19916900,2280700,13871600,15550500,61359900,8917470,9640790,35522800,6026240,31641000,28729400,8738040,4469470,267
3160410,53054500,9771930,14003400,14897000,19487800,2246500,13785500,15586600,59494700,8891890,9531900,34243000,5816910,31176500,28669700,8455700,4422180,268
3229770,54273700,10159000,14160100,14994800,19642500,2442150,13848400,15780700,59748100,9153840,9646760,33040800,5857000,32048500,28945000,8361460,4428960,269
3478060,57735800,11208200,14803100,16331000,20617500,2832550,14318700,16524200,63487300,9847240,10262000,31948500,6360650,34760000,30620000,8592790,4709280,270
4216890,66158600,11794300,16861800,17668200,23321400,3336630,15537700,18360400,71458900,11178100,11784600,33133900,7429200,40268800,36072400,9307550,5499940,271
5123600,73959100,12086400,18601400,19317200,27119200,3669860,17132600,20264700,77451300,11896900,12478400,39259800,8003860,44834800,43440700,10267800,6141170,272
5440240,76701200,11933400,19012700,19912800,29311900,3684520,17630600,20725000,77164500,12023700,12600000,47914000,8672640,46708700,47820200,10835700,6484810,273
5444260,76313600,11731300,19367400,19920300,29775200,3710170,17522300,20387800,76972900,12090200,12704300,50312900,8841510,48256800,49561100,11080800,6488740,274
5501560,77224500,11709300,19481800,19903700,29866000,3695110,17292700,20500900,76035900,12058400,12609100,50597300,8902010,48303800,49426500,11025300,6430470,275
5463360,78757700,11807300,19688400,19815700,30116000,3672190,17344600,20455900,75725500,11981800,12534100,50806800,8909120,47757600,49074200,10998300,6413840,276
5330670,78172300,11751300,19675000,19275300,29699300,3778650,17338100,20509900,74341600,11923600,12592500,51121000,8859650,47351200,46306100,10928200,6300420,277
5295490,77412000,11691300,19826800,19313300,29886500,3789190,17310300,20651000,72594300,11734800,12576100,51080400,8539560,45488900,45250400,10867500,6274930,278
5187930,76379100,11880400,19644200,18950000,29651300,3827100,17420500,20942200,70572900,11562200,12497900,50739400,8510960,45355200,45769600,10716200,6087650,279
5067310,75958200,12081400,19659600,18863500,29495200,3846120,17801800,21402500,69611400,11697900,12548800,50692200,8805070,45421300,46217000,10641600,6058950,280
